wall_time,episode,steps,end_reason,success,ep_return,ep_cost,ep_penalty,reward_penalty_weight,force_mean,force_max,force_p95,steps_over_threshold,hinge_cost_shadow,excess_mean,excess_max,clamp_steps,inserted_final,path_length_at_reset,cost_fn,seed,arch_type,arch_seed,train_pool,env_instance
1784894166.1929784,0,200,steve_truncation,0,-0.8576915366295701,0.0,0.0,0.0,0.1845203327304005,3.38555947157312,0.6361810308632463,3,3.3170890500052925,0.016585445250026462,2.53555947157312,0,143.64721089172642,308.83498767668135,ZeroCost,100,ArchType.II,481851,1,1
1784894171.728781,1,38,target_reached,1,0.9982719052827328,0.0,0.0,0.0,1.014975884247146,3.042059887870897,2.5795511930528847,19,15.09238448489955,0.3971680127605145,2.192059887870897,0,197.6275334167482,194.01515040754964,ZeroCost,100,ArchType.V,997949,1,1
1784894200.6714747,2,200,steve_truncation,0,-0.8467885562272298,0.0,0.0,0.0,0.261409765419636,2.153276006566131,1.0385783033146285,13,7.784411281963678,0.03892205640981839,1.303276006566131,0,159.9212820434579,339.5274055293794,ZeroCost,100,ArchType.II,739785,1,1
1784894223.983928,3,200,steve_truncation,0,-0.817386867492546,0.0,0.0,0.0,2.128457668206171,125.1241935235188,4.530087746801476,32,68.2865122480234,0.341432561240117,4.15,0,179.82915970611532,195.9944925614702,ZeroCost,100,ArchType.V,767515,1,1
1784894262.2325294,4,200,steve_truncation,0,-0.7581870900454857,0.0,0.0,0.0,1.8778395529354461,87.70711622125108,3.195037251634722,125,100.2546791072244,0.501273395536122,4.15,0,237.25810131836056,259.4838637051246,ZeroCost,100,ArchType.IV,454573,1,1
1784894286.5717149,5,200,steve_truncation,0,-0.8545327970183858,0.0,0.0,0.0,0.24039224605695042,0.9935701590761542,0.7939732893666643,7,0.5787608811916561,0.0028938044059582807,0.14357015907615422,0,153.20264146423472,291.57934461054623,ZeroCost,100,ArchType.I,558788,1,1
1784894314.788661,6,200,steve_truncation,0,-0.842619457555171,0.0,0.0,0.0,0.6153528629985646,2.888824593024936,1.9354264891952466,34,26.94142547661036,0.1347071273830518,2.038824593024936,0,164.08147747802676,329.9736133844859,ZeroCost,100,ArchType.I,84048,1,1
1784894351.598936,7,200,steve_truncation,0,-0.8349486775806443,0.0,0.0,0.0,54.65573603844509,2620.7255559557584,105.20385407984449,168,259.8317624737505,1.2991588123687523,4.15,0,217.02495139312776,215.76641821383583,ZeroCost,100,ArchType.V,276213,1,1
1784894365.8596609,8,57,target_reached,1,0.9426912357012192,0.0,0.0,0.0,5.428165194839503,97.51411017954852,21.314620617448348,31,60.85179585122493,1.0675753658109637,4.15,0,199.00419149017523,233.83930460609577,ZeroCost,100,ArchType.I,690819,1,1
1784894385.0016496,9,200,steve_truncation,0,-0.8519557113497586,0.0,0.0,0.0,0.18290415849402428,1.1398203390976906,0.8356083460459924,10,1.7661146527425393,0.008830573263712697,0.28982033909769067,0,150.33911550903696,331.7499979916977,ZeroCost,100,ArchType.II,351641,1,1
1784894419.0236044,10,200,steve_truncation,0,-0.7933244005578012,0.0,0.0,0.0,1.3800716798992148,8.442092711395953,3.0670774487920354,136,128.65710367188848,0.6432855183594424,4.15,0,218.1909031372046,293.1246535554307,ZeroCost,100,ArchType.II,324436,1,1
