wall_time,episode,steps,end_reason,success,ep_return,ep_cost,force_mean,force_max,force_p95,steps_over_threshold,hinge_cost_shadow,excess_mean,excess_max,clamp_steps,inserted_final,path_length_at_reset,cost_fn,seed,arch_type,arch_seed,train_pool,env_instance
1784763340.0401547,25,200,steve_truncation,0,-0.774069045880629,0.0,73.93134072328886,587.4057568515593,180.4026645976567,169,673.296086059488,3.3664804302974396,4.15,74,384.50055690002597,308.7095571697427,ZeroCost,100,ArchType.II,469964,1,1
1784763424.1973934,26,200,steve_truncation,0,-0.8475861221542574,0.0,196.20612088726034,881.375531399201,293.61816322031706,174,674.3861994829996,3.371930997414998,4.15,122,384.3040881652813,207.68613652171143,ZeroCost,100,ArchType.V,132766,1,1
1784763526.0060763,27,200,steve_truncation,0,-0.7813110767350289,0.0,161.40673883003902,5726.66150327773,243.06637957961468,164,630.0144657533247,3.1500723287666235,4.15,92,383.98045492553354,313.04899749926744,ZeroCost,100,ArchType.I,638688,1,1
1784763610.130238,28,200,steve_truncation,0,-0.774947734153844,0.0,87.55188018171798,525.9164156251842,222.9024691359059,174,643.6561745898989,3.2182808729494945,4.15,85,383.51189732360996,289.1917330333786,ZeroCost,100,ArchType.II,752148,1,1
1784763615.9642997,29,66,target_reached,1,0.9113281468353338,0.0,1.843601186539597,33.36632602954986,3.9833906673920154,34,44.2005108667755,0.6697047101026591,4.15,0,221.38151686859132,246.49118032074648,ZeroCost,100,ArchType.IV,723267,1,1
1784763633.8109941,30,200,steve_truncation,0,-0.7883006020856076,0.0,1.3390839196867323,8.007464279351007,2.5893727169069756,131,124.54362462397444,0.6227181231198722,4.15,0,226.98698752593742,283.0679318273497,ZeroCost,100,ArchType.IV,553837,1,1
1784763639.6749082,31,57,target_reached,1,0.8993508020274672,0.0,4.349936448150372,35.71621725004247,31.46116716903218,22,51.42418176533991,0.9021786274621036,4.15,0,172.20512644195585,188.6257415645156,ZeroCost,100,ArchType.IV,568832,1,1
1784763664.832739,32,200,steve_truncation,0,-0.8030637519894539,0.0,3.5837352889608893,10.50962588289668,7.083767345651396,157,506.9052472249252,2.5345262361246257,4.15,0,235.9869421844507,279.3364147827573,ZeroCost,100,ArchType.IV,507054,1,1
1784763668.7678244,33,46,target_reached,1,0.9699419912009745,0.0,1.311238648538807,6.379300643802755,4.833481979324568,20,32.69970691906928,0.7108631938928104,4.15,0,227.0146719055176,206.0081866889506,ZeroCost,100,ArchType.V,798493,1,1
1784763712.4885943,34,197,target_reached,1,0.2641211490979719,0.0,237.7559735143708,12997.621568376386,745.9370769078017,164,514.902255095149,2.613717030939843,4.15,42,241.92968119048655,254.1207318654581,ZeroCost,100,ArchType.I,853351,1,1
1784763771.3912332,35,200,steve_truncation,0,-0.8093338803841492,0.0,44.802145058279876,310.4758370824395,137.91139955120434,165,631.2335759268834,3.1561678796344173,4.15,88,384.1497969512879,299.62574688774095,ZeroCost,100,ArchType.I,933712,1,1
1784763786.3343108,36,200,steve_truncation,0,-0.7870037337605426,0.0,1.8863190478263354,95.42572978859232,3.484078439589342,82,94.48773418108318,0.4724386709054159,4.15,0,205.07246907043418,293.6902017093032,ZeroCost,100,ArchType.IV,683155,1,1
1784763806.263414,37,200,steve_truncation,0,-0.9144871628944666,0.0,1.978520211280844,11.165584876886093,6.411618312382371,161,198.46018520651464,0.9923009260325731,4.15,0,225.0337851715065,248.01676825051908,ZeroCost,100,ArchType.V,264800,1,1
1784763822.04959,38,200,steve_truncation,0,-0.7971284870252309,0.0,2.776573102559488,11.987024322380341,7.948631812084844,171,334.91152896984727,1.6745576448492363,4.15,0,225.06868804931503,293.09292623372187,ZeroCost,100,ArchType.II,888535,1,1
1784763852.5918128,39,200,steve_truncation,0,-0.8844011589777512,0.0,201.781494198325,7197.251717197079,185.54964315610076,159,402.39285010206856,2.011964250510343,4.15,0,209.1187609787008,220.6691002626651,ZeroCost,100,ArchType.V,804214,1,1
1784763903.7008839,40,200,steve_truncation,0,-0.8886093225433812,0.0,133.16510410377703,3995.3345192862143,479.83259118805495,156,462.95832813178646,2.314791640658932,4.15,0,211.9554371719346,214.64815080820833,ZeroCost,100,ArchType.V,945480,1,1
1784763909.0295353,41,58,target_reached,1,0.9432021410009122,0.0,3.0569497825963166,70.52766285356134,10.687542754539265,29,55.81535138616427,0.962333644589039,4.15,0,203.19768653106607,236.6569313546872,ZeroCost,100,ArchType.IV,154339,1,1
1784763913.288207,42,56,target_reached,1,0.9155862624174336,0.0,1.1984052643309175,4.740916939543555,3.7766855674751616,24,35.73225257360825,0.638075938814433,3.890916939543555,0,185.017852790832,199.86368055403034,ZeroCost,100,ArchType.I,708812,1,1
1784764006.821114,43,200,steve_truncation,0,-0.7884472141429689,0.0,50.22310858153,374.65134165072095,141.34210725440371,176,645.7295911509739,3.2286479557548695,4.15,97,384.41331959533767,306.9758826798137,ZeroCost,100,ArchType.IV,172706,1,1
1784764103.1754987,44,200,steve_truncation,0,-0.8718257762670167,0.0,99.41551963161497,1502.2431841235727,322.8816304169122,166,651.3473256166441,3.25673662808322,4.15,94,382.6171293334928,307.77639048764485,ZeroCost,100,ArchType.I,790498,1,1
1784764119.5485706,45,200,steve_truncation,0,-0.7833322602089963,0.0,1.8779307936769947,147.67917365143015,2.2352102315791402,103,73.98439779160265,0.3699219889580132,4.15,0,210.53877284240733,286.01183499463536,ZeroCost,100,ArchType.IV,740486,1,1
1784764142.771675,46,200,steve_truncation,0,-0.7604241633040347,0.0,5.074225867419301,59.44542791913072,20.883342263381248,168,391.02600519243094,1.9551300259621547,4.15,0,257.1590804824886,269.66852430277686,ZeroCost,100,ArchType.I,752672,1,1
1784764158.0038717,47,200,steve_truncation,0,-0.8152615534361387,0.0,2.8235265100481994,11.939103313163756,7.895998548096494,170,324.53197394329953,1.6226598697164976,4.15,0,187.64867652893616,230.84291587046587,ZeroCost,100,ArchType.I,820065,1,1
1784764196.55228,48,200,steve_truncation,0,-0.7697175321992247,0.0,10.842517226729708,351.96272401453547,64.08664123372101,168,306.67387479652405,1.5333693739826202,4.15,0,294.95507804870493,304.897079007273,ZeroCost,100,ArchType.II,928956,1,1
1784764213.8157277,49,200,steve_truncation,0,-0.7781448342093553,0.0,3.0967276620051005,62.98894709169246,10.345814380965649,150,277.85594436196504,1.3892797218098252,4.15,0,201.07573632812162,243.55631162112832,ZeroCost,100,ArchType.IV,549996,1,1
1784764224.993896,50,200,steve_truncation,0,-0.8438162959963463,0.0,0.886054708121945,4.245389821862354,1.4269954800584197,108,36.04136739098848,0.1802068369549424,3.3953898218623535,0,164.16900180054023,273.49192930791554,ZeroCost,100,ArchType.II,682446,1,1
1784764242.237959,51,200,steve_truncation,0,-0.7817675666470989,0.0,1.4507013091547918,11.254441286529225,3.2073090988456805,141,147.93898733089355,0.7396949366544677,4.15,0,212.42575640869205,285.7693861623204,ZeroCost,100,ArchType.IV,349953,1,1
1784764267.6851993,52,200,steve_truncation,0,-0.9227793887539427,0.0,2.0392988930593874,13.82156195923663,6.316325006795132,165,218.4459587421859,1.0922297937109295,4.15,0,226.29823438263008,240.85782283801748,ZeroCost,100,ArchType.V,13136,1,1
1784764374.7952108,53,200,steve_truncation,0,-0.836873545785355,0.0,219.52541387783447,2966.942965932303,940.0117486028677,172,667.9204243943511,3.3396021219717555,4.15,62,384.11880909728274,289.575750077454,ZeroCost,100,ArchType.I,498616,1,1
1784764440.2482996,54,200,steve_truncation,0,-0.7709536030698215,0.0,38.63898088676511,201.02370972312647,94.158159283932,167,647.0151457508462,3.235075728754231,4.15,83,385.13619966125066,288.36644833819383,ZeroCost,100,ArchType.II,861999,1,1
1784764615.8003604,55,200,steve_truncation,0,-0.7679438007646958,0.0,739.641599117555,4018.2051389614408,3492.4755185670238,171,638.9368298772132,3.194684149386066,4.15,90,384.0161815948487,322.76114365485006,ZeroCost,100,ArchType.I,755087,1,1
1784764701.6753669,56,200,steve_truncation,0,-0.7867048056540981,0.0,88.16287670941911,3274.6030627955615,251.10989066566933,177,684.6468118541369,3.4232340592706847,4.15,93,383.0317900238045,279.844091750229,ZeroCost,100,ArchType.II,46078,1,1
1784764718.069995,57,200,steve_truncation,0,-0.8139651778073831,0.0,0.9959736055232399,9.101172058279358,2.4787166440665906,100,58.165637317549276,0.2908281865877464,4.15,0,195.23760398864812,247.85750743431592,ZeroCost,100,ArchType.V,760067,1,1
1784764771.6695137,58,200,steve_truncation,0,-0.7784112752604015,0.0,75.28346831615467,886.6497104738157,209.89968982945356,160,614.0334132775391,3.0701670663876954,4.15,0,311.83910865020823,258.1079698873037,ZeroCost,100,ArchType.I,420070,1,1
1784764837.8614523,59,200,steve_truncation,0,-0.7746772881335837,0.0,49.74281585885804,355.15153296604313,126.9843863135155,166,659.2690121207838,3.2963450606039193,4.15,63,383.72253567504737,334.06959000153125,ZeroCost,100,ArchType.II,648528,1,1
1784764868.3234816,60,200,steve_truncation,0,-0.8004546288348717,0.0,1.2381166208089618,6.228199678373167,2.4948412798851898,133,105.37744134183973,0.5268872067091986,4.15,0,205.81077709961187,249.0768767498455,ZeroCost,100,ArchType.V,980154,1,1
1784764872.4815345,61,47,target_reached,1,0.9716642891618922,0.0,1.9548532933005798,9.125469707277846,8.295331013689404,20,50.69754665861839,1.078671205502519,4.15,0,204.46766083526612,212.19629780981097,ZeroCost,100,ArchType.I,734879,1,1
1784764901.1354587,62,200,steve_truncation,0,-0.9003209007758417,0.0,2.5247753487890248,34.691912326825204,8.49843459762029,117,225.7889954302596,1.128944977151298,4.15,0,253.46833542633885,316.89598224554254,ZeroCost,100,ArchType.V,168954,1,1
1784764961.526963,63,200,steve_truncation,0,-0.7716839789181332,0.0,43.86546440826595,451.28464897171364,105.68351629908105,159,617.0858485781596,3.085429242890798,4.15,97,383.1381986083944,342.68224790219733,ZeroCost,100,ArchType.I,837555,1,1
1784765040.591688,64,200,steve_truncation,0,-0.878873339824021,0.0,76.44865058466915,761.7659142091223,256.4624816465266,164,533.4428092750509,2.6672140463752543,4.15,61,382.91217182159943,218.02669923263306,ZeroCost,100,ArchType.V,915278,1,1
1784765188.9380796,65,200,steve_truncation,0,-0.8220963617518859,0.0,268.56418804737,2176.6738479255537,1005.6609707575411,171,684.4046154170892,3.422023077085446,4.15,104,385.3318858947727,303.5422042674957,ZeroCost,100,ArchType.I,207746,1,1
1784765212.4632158,66,200,steve_truncation,0,-0.7593372508411724,0.0,1.9749831974739889,15.420963813480336,6.609149467034045,118,195.82815673432182,0.9791407836716091,4.15,0,222.29921355438194,338.18215963514484,ZeroCost,100,ArchType.II,165119,1,1
1784765249.6453905,67,200,steve_truncation,0,-0.8051602601240924,0.0,7.703451282993308,12.698207498472938,11.996970122968083,168,611.5751111749353,3.057875555874676,4.15,0,219.05317340850695,217.3002348710247,ZeroCost,100,ArchType.I,40949,1,1
1784765271.9884214,68,200,steve_truncation,0,-0.7761827314900803,0.0,2.5656481534431053,18.3719151009446,7.326338855597505,169,285.8981946624748,1.429490973312374,4.15,0,243.01423644256593,274.15909177596575,ZeroCost,100,ArchType.II,222011,1,1
1784765288.8087392,69,200,steve_truncation,0,-0.7340569018383513,0.0,1.79858584530463,23.34602969117078,4.725862835582431,119,149.90869135708454,0.7495434567854227,4.15,0,237.567865303039,283.27066240115107,ZeroCost,100,ArchType.I,128986,1,1
1784765305.4057562,70,200,steve_truncation,0,-0.7764743030024526,0.0,1.3044605190497227,5.553739891507892,3.198220128161028,105,117.52615709288918,0.5876307854644459,4.15,0,214.34253796386716,276.3575750036806,ZeroCost,100,ArchType.IV,70046,1,1
1784765488.7727523,71,200,steve_truncation,0,-0.8354476214952075,0.0,242.41442563679928,2230.9861501423375,756.5950217500915,163,660.8463527491695,3.304231763745847,4.15,117,384.51054058837826,220.31906613062148,ZeroCost,100,ArchType.V,38647,1,1
1784765505.9106183,72,200,steve_truncation,0,-0.7392262168768121,0.0,3.2205149764389573,39.873086203881215,11.579090871868523,145,261.1382231760497,1.3056911158802484,4.15,0,230.4865794677687,274.77357903688414,ZeroCost,100,ArchType.V,497157,1,1
1784765647.3872128,73,200,steve_truncation,0,-0.8380976348909405,0.0,304.23712376928677,11925.45832571922,485.8007211782851,162,655.7370987955001,3.2786854939775,4.15,112,385.8741899566645,245.1194257999612,ZeroCost,100,ArchType.V,360360,1,1
1784765667.6109476,74,200,steve_truncation,0,-0.8177369421857621,0.0,1.5608616783207123,13.068281611862686,4.498564448952561,130,137.2070977099218,0.686035488549609,4.15,0,212.70135923004065,263.07383764956035,ZeroCost,100,ArchType.V,549054,1,1
1784765797.8095143,75,200,steve_truncation,0,-0.7546742139727255,0.0,75.53142404207365,1114.9351652711737,217.4555227880077,168,629.5089068945202,3.147544534472601,4.15,89,382.86176972961346,272.1119474500041,ZeroCost,100,ArchType.II,635921,1,1
1784765801.6640384,76,52,target_reached,1,0.9400481751753655,0.0,1.1364763388622559,9.624715005020672,5.561905517789265,13,30.567997480725325,0.587846105398564,4.15,0,220.72795588684113,205.0111325575676,ZeroCost,100,ArchType.IV,438058,1,1
1784765827.6069765,77,200,steve_truncation,0,-0.8151936657145337,0.0,4.08042423237611,46.48851353846206,11.442918487223283,163,431.62952007949076,2.158147600397454,4.15,0,199.0359950790404,261.554745583801,ZeroCost,100,ArchType.II,866587,1,1
1784765942.4926555,78,200,steve_truncation,0,-0.7766216606247625,0.0,103.0389509076631,799.3708708774618,380.4128742742648,170,659.8390864414012,3.299195432207006,4.15,86,382.9431770477283,316.26753229834577,ZeroCost,100,ArchType.II,868597,1,1
1784766061.2892313,79,200,steve_truncation,0,-0.8795943065607971,0.0,113.76543738827336,1496.7334762769424,334.6856345339084,173,657.6285912159701,3.2881429560798505,4.15,82,384.4731592865004,280.81681061412723,ZeroCost,100,ArchType.V,81175,1,1
1784766077.3540115,80,200,steve_truncation,0,-0.7827375728562217,0.0,1.2915548995087067,7.967209292645752,3.0385164158068685,141,106.36269392873228,0.5318134696436614,4.15,0,210.3312171630837,277.4108385798276,ZeroCost,100,ArchType.IV,420254,1,1
1784766092.7912967,81,200,steve_truncation,0,-0.7955919438301697,0.0,1.1265001884838042,7.495659379191409,2.8079028754705115,91,95.14747604666275,0.47573738023331374,4.15,0,222.9089529571557,272.72990583274634,ZeroCost,100,ArchType.IV,882605,1,1
1784766200.99869,82,200,steve_truncation,0,-0.8183304774408395,0.0,166.40395318533658,4121.650158097207,304.6318492836305,168,624.45276215576,3.1222638107788,4.15,85,384.8240763397205,272.8340914450371,ZeroCost,100,ArchType.I,199732,1,1
1784766344.782538,83,200,steve_truncation,0,-0.7730513934099317,0.0,177.67723616594725,2801.528923747847,328.5277698508501,167,656.1049381049324,3.280524690524662,4.15,92,384.2812722625715,335.4771674292729,ZeroCost,100,ArchType.II,49650,1,1
1784766350.9168212,84,55,target_reached,1,0.9433952334847225,0.0,3.2161190684172203,48.33774331826119,14.955565837159398,28,55.98802359052269,1.0179640652822306,4.15,0,215.02013542938363,224.06310019157064,ZeroCost,100,ArchType.V,284592,1,1
1784766482.0779822,85,200,steve_truncation,0,-0.8026153895463614,0.0,200.70504326585404,1664.8246490165188,920.7982896121247,161,555.4936854256201,2.7774684271281007,4.15,39,382.5838825988751,271.231831463142,ZeroCost,100,ArchType.I,284452,1,1
1784766494.821356,86,200,steve_truncation,0,-0.8441104638140345,0.0,0.4517402686121244,1.2759399660822666,0.8626349603443795,11,1.3784388171370712,0.0068921940856853554,0.4259399660822666,0,166.7825870971651,232.75055872379286,ZeroCost,100,ArchType.IV,39581,1,1
1784766511.5511916,87,200,steve_truncation,0,-0.7861227560624524,0.0,1.7588508728944117,31.80924423021952,7.135127710660866,160,130.34864842021796,0.6517432421010898,4.15,0,201.73764826965464,274.93772214799674,ZeroCost,100,ArchType.I,862620,1,1
1784766590.519445,88,200,steve_truncation,0,-0.7707703119323318,0.0,66.60112337181243,536.6141621585288,195.89946538060528,165,605.7325860529927,3.0286629302649635,4.15,83,383.18261889647954,279.58184184574435,ZeroCost,100,ArchType.IV,243247,1,1
1784766607.7662072,89,200,steve_truncation,0,-0.856143631540076,0.0,1.9832856794729576,15.053525317693015,4.577164718233879,163,209.68920691190698,1.048446034559535,4.15,0,209.7192604217486,228.19031184321835,ZeroCost,100,ArchType.V,10214,1,1
1784766703.9932122,90,200,steve_truncation,0,-0.8183347145200183,0.0,285.1094453598443,11094.554466715239,857.8443669430432,171,556.9509785769769,2.7847548928848846,4.15,64,384.28918816375824,253.87439687472593,ZeroCost,100,ArchType.I,230341,1,1
1784766707.6190999,91,44,target_reached,1,0.9755779767884812,0.0,1.0619615835337173,5.3684417235336905,4.066341328379852,13,25.245484840977536,0.5737610191131258,4.15,0,198.9720311431887,200.0175877465805,ZeroCost,100,ArchType.IV,675380,1,1
1784766729.0837958,92,200,steve_truncation,0,-0.7714661299540995,0.0,4.158051314548098,64.35438788112545,7.857561032436166,178,422.4601939023783,2.1123009695118915,4.15,0,247.39647994232104,255.912469212771,ZeroCost,100,ArchType.I,894783,1,1
1784766799.393916,93,200,steve_truncation,0,-0.8480666353702789,0.0,171.1078188107578,2908.4628060691794,378.3217456283164,162,655.7324684404412,3.278662342202206,4.15,99,383.8526529388427,312.72440034122167,ZeroCost,100,ArchType.I,860935,1,1
1784766878.1622562,94,200,steve_truncation,0,-0.7648768138953501,0.0,197.28510208661558,2944.650982790932,528.0539287865163,166,612.3963456646012,3.061981728323006,4.15,52,246.31090174865568,266.90275573050485,ZeroCost,100,ArchType.IV,339781,1,1
1784766944.238536,95,200,steve_truncation,0,-0.7721254777977918,0.0,47.37711770843197,341.45220868590064,135.2544425977104,163,625.1852965977721,3.1259264829888607,4.15,93,383.2419454803513,301.78682430247596,ZeroCost,100,ArchType.V,35337,1,1
1784767045.5084646,96,200,steve_truncation,0,-0.7596588585550357,0.0,187.3767835397766,2342.592676996645,336.65098614482025,171,632.925512585972,3.16462756292986,4.15,87,385.11298646545487,292.875512795198,ZeroCost,100,ArchType.II,948352,1,1
1784767193.2576928,97,200,steve_truncation,0,-0.7780916464657002,0.0,181.4117712357936,1007.5588862849739,446.0865853744315,157,608.8140765893279,3.0440703829466393,4.15,33,382.97597412109263,258.5945717960184,ZeroCost,100,ArchType.I,23947,1,1
1784767344.5646718,98,200,steve_truncation,0,-0.8180178823005897,0.0,290.4475054442016,3295.4275053087545,849.2648117116087,164,639.9405575269429,3.1997027876347146,4.15,93,383.04816262817315,284.19208373896186,ZeroCost,100,ArchType.IV,887095,1,1
1784767436.1256545,99,200,steve_truncation,0,-0.758448856225116,0.0,59.6788086892826,232.07125093998647,147.27026893227313,171,661.9696933758951,3.309848466879475,4.15,87,385.1756500091533,328.93286634202553,ZeroCost,100,ArchType.II,166663,1,1
