wall_time,episode,steps,end_reason,success,ep_return,ep_cost,ep_penalty,reward_penalty_weight,force_mean,force_max,force_p95,steps_over_threshold,hinge_cost_shadow,shadow_max,shadow_tip,tip_mean,tip_max,tip_steps_over_threshold,excess_mean,excess_max,clamp_steps,inserted_final,path_length_at_reset,cost_fn,seed,arch_type,arch_seed,train_pool,env_instance
1785365377.8490355,0,200,steve_truncation,0,-0.9709113284587335,0.0,0.0,0.0,0.5945555112448833,3.7558000153498647,0.7886479609306687,5,4.990628376336726,4.990628376336726,4.990628376336726,0.5945555112448833,3.7558000153498647,5,0.02495314188168363,2.9058000153498647,0,36.036732620240485,308.83498767668135,ZeroCost,100,ArchType.II,481851,1,1
1785365401.594898,1,200,steve_truncation,0,-0.9365252191027547,0.0,0.0,0.0,0.17668445932916957,1.5234315869572617,0.2362710209229598,1,0.6734315869572617,0.6734315869572617,0.6734315869572617,0.014004827344504128,1.5234315869572617,1,0.0033671579347863082,0.6734315869572617,0,67.49450529480065,194.01515040754964,ZeroCost,100,ArchType.V,997949,1,1
1785365412.3571546,2,200,steve_truncation,0,-0.9985079230758903,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.4965723266601543,339.5274055293794,ZeroCost,100,ArchType.II,739785,1,1
1785365424.1178906,3,200,steve_truncation,0,-0.9616104574495175,0.0,0.0,0.0,0.013826684473452882,1.219653385732433,0.0,1,0.369653385732433,0.369653385732433,0.369653385732433,0.013225313318755767,1.219653385732433,1,0.001848266928662165,0.369653385732433,0,42.33449806976398,195.9944925614702,ZeroCost,100,ArchType.V,767515,1,1
1785365436.557439,4,200,steve_truncation,0,-0.9625366475820669,0.0,0.0,0.0,0.8011870878385898,3.182278171073309,1.2309359802843727,53,17.354869746570703,17.354869746570703,17.354869746570703,0.8011870878385898,3.182278171073309,53,0.08677434873285352,2.332278171073309,0,45.57525280761675,259.4838637051246,ZeroCost,100,ArchType.IV,454573,1,1
1785365447.2765133,5,200,steve_truncation,0,-0.9999000014133751,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,291.57934461054623,ZeroCost,100,ArchType.I,558788,1,1
1785365456.8895402,6,200,steve_truncation,0,-0.9994921098505775,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5080774078369136,329.9736133844859,ZeroCost,100,ArchType.I,84048,1,1
1785365469.258543,7,200,steve_truncation,0,-0.9884511858546304,0.0,0.0,0.0,2.1152787488003635,4.475533052996979,3.321972223811298,195,257.3057497600727,257.3057497600727,257.3057497600727,2.1152787488003635,4.475533052996979,195,1.2865287488003634,3.6255330529969787,0,18.1323166503906,215.76641821383583,ZeroCost,100,ArchType.V,276213,1,1
1785365481.6362832,8,200,steve_truncation,0,-0.9570560552919471,0.0,0.0,0.0,0.5142923820357502,2.5209010080241248,0.636973181077123,2,1.8529805029018358,1.8529805029018358,1.8529805029018358,0.5142923820357502,2.5209010080241248,2,0.009264902514509179,1.6709010080241247,0,51.3186194152831,233.83930460609577,ZeroCost,100,ArchType.I,690819,1,1
1785365492.3911326,9,200,steve_truncation,0,-0.9999000010224749,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,331.7499979916977,ZeroCost,100,ArchType.II,351641,1,1
1785365504.3285108,10,200,steve_truncation,0,-0.9584460499818375,0.0,0.0,0.0,0.6057154511893112,4.638151582361328,0.73863994731705,5,8.125543421330827,8.125543421330827,8.125543421330827,0.6057154511893112,4.638151582361328,5,0.04062771710665413,3.7881515823613277,0,49.07597620391828,293.1246535554307,ZeroCost,100,ArchType.II,324436,1,1
1785365514.6310735,11,200,steve_truncation,0,-0.9999000011775692,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,292.8754885308546,ZeroCost,100,ArchType.II,187130,1,1
1785365524.9823892,12,200,steve_truncation,0,-0.999419314848907,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5809764099121081,332.6982758153575,ZeroCost,100,ArchType.II,197757,1,1
1785365536.9055145,13,200,steve_truncation,0,-0.9781310394214593,0.0,0.0,0.0,0.7894985289021688,5.017537501380012,1.6183271923427203,81,39.45799611318069,39.45799611318069,39.45799611318069,0.7894985289021688,5.017537501380012,81,0.19728998056590347,4.15,0,28.02966677093465,244.22910990798002,ZeroCost,100,ArchType.IV,388039,1,1
1785365547.7165089,14,200,steve_truncation,0,-0.9999000012166308,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,270.9332648566851,ZeroCost,100,ArchType.V,875424,1,1
1785365559.8017752,15,200,steve_truncation,0,-0.9828534979999626,0.0,0.0,0.0,0.2137976713385525,0.4790279470103481,0.23337449155844323,0,0.0,0.0,0.0,0.2137976713385525,0.4790279470103481,0,0.0,0.0,0,25.045059326171852,335.51684808114544,ZeroCost,100,ArchType.II,422647,1,1
1785365570.493972,16,200,steve_truncation,0,-0.9999000012610886,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,283.3703526007323,ZeroCost,100,ArchType.V,582379,1,1
1785365592.692911,17,200,steve_truncation,0,-0.8937499846295467,0.0,0.0,0.0,0.12341899639534247,0.6797685730031873,0.21328212590754214,0,0.0,0.0,0.0,0.04623608498737244,0.6797685730031873,0,0.0,0.0,0,114.63653958129814,224.8595094877931,ZeroCost,100,ArchType.IV,944927,1,1
1785365603.7054694,18,200,steve_truncation,0,-0.9999000011319779,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,266.4419713675355,ZeroCost,100,ArchType.V,168215,1,1
1785365614.4264927,19,200,steve_truncation,0,-0.9994124647705883,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5878394088744818,225.2243332902843,ZeroCost,100,ArchType.I,189423,1,1
1785365626.66876,20,200,steve_truncation,0,-0.9747612957658109,0.0,0.0,0.0,0.21681399641622298,1.451895926137219,0.2938089308512055,2,0.6345351912281091,0.6345351912281091,0.6345351912281091,0.21681399641622298,1.451895926137219,2,0.0031726759561405454,0.6018959261372191,0,32.48062787628068,292.26094501665483,ZeroCost,100,ArchType.I,632042,1,1
1785365639.0590286,21,200,steve_truncation,0,-0.9826817250288887,0.0,0.0,0.0,1.2810117433454247,3.205502324088164,1.7183003197541789,138,97.36768280700717,97.36768280700717,97.36768280700717,1.2810117433454247,3.205502324088164,138,0.48683841403503586,2.355502324088164,0,25.204558654785142,316.83015211810357,ZeroCost,100,ArchType.V,154775,1,1
1785365651.4244123,22,200,steve_truncation,0,-0.9611058683974286,0.0,0.0,0.0,0.08930256660018662,0.31876514254856597,0.1566157789662803,0,0.0,0.0,0.0,0.08930256660018662,0.31876514254856597,0,0.0,0.0,0,48.42998393249513,321.8698378120227,ZeroCost,100,ArchType.II,201999,1,1
1785365669.0948098,23,200,steve_truncation,0,-0.8835972525736151,0.0,0.0,0.0,0.22611807889384805,0.5745550141683236,0.27404821883124086,0,0.0,0.0,0.0,0.0005116270436467266,0.07671737161792422,0,0.0,0.0,0,123.82848096465911,284.1689509581481,ZeroCost,100,ArchType.II,882036,1,1
1785365679.6802843,24,200,steve_truncation,0,-0.999900001130525,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,301.75306469594784,ZeroCost,100,ArchType.I,958165,1,1
1785365694.5656707,25,200,steve_truncation,0,-0.8589827837580127,0.0,0.0,0.0,0.13897083265493343,2.2701774162065855,0.22290893163522016,1,1.4201774162065854,1.4201774162065854,1.4201774162065854,0.029871253100115146,2.2701774162065855,1,0.007100887081032927,1.4201774162065854,0,146.6082151489269,308.7095571697427,ZeroCost,100,ArchType.II,469964,1,1
1785365706.6538277,26,200,steve_truncation,0,-0.991827125893644,0.0,0.0,0.0,3.0356867210926053,6.00430088855376,4.970094837043109,193,440.59346767166505,440.59346767166505,440.59346767166505,3.0356867210926053,6.00430088855376,193,2.2029673383583255,4.15,0,14.31129974365242,207.68613652171143,ZeroCost,100,ArchType.V,132766,1,1
1785365717.339384,27,200,steve_truncation,0,-0.9999765671295383,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.023432708740234315,313.04899749926744,ZeroCost,100,ArchType.I,638688,1,1
1785365727.583499,28,200,steve_truncation,0,-0.9999000011358816,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,289.1917330333786,ZeroCost,100,ArchType.II,752148,1,1
1785365739.5183735,29,200,steve_truncation,0,-0.9742408958753488,0.0,0.0,0.0,1.2211270150813542,5.271470631036591,2.3457162504936098,194,79.05393238523425,79.05393238523425,79.05393238523425,1.2211270150813542,5.271470631036591,194,0.39526966192617125,4.15,0,32.89186726379341,246.49118032074648,ZeroCost,100,ArchType.IV,723267,1,1
1785365761.243907,30,200,steve_truncation,0,-0.8991518574389972,0.0,0.0,0.0,0.13384816498957505,0.597719892914148,0.3185074680953528,0,0.0,0.0,0.0,0.10747066688475282,0.5702423215660877,0,0.0,0.0,0,107.95480798340205,283.0679318273497,ZeroCost,100,ArchType.IV,553837,1,1
1785365771.6780064,31,200,steve_truncation,0,-0.9986114954645557,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.3906567077636236,188.6257415645156,ZeroCost,100,ArchType.IV,568832,1,1
1785365786.0548222,32,200,steve_truncation,0,-0.8780638672545522,0.0,0.0,0.0,0.09847641420157353,4.11250650273082,0.09206965778956548,2,4.3251189320129315,4.3251189320129315,4.3251189320129315,0.058727731352657166,4.11250650273082,2,0.021625594660064657,3.26250650273082,0,126.56700587463087,279.3364147827573,ZeroCost,100,ArchType.IV,507054,1,1
1785365798.395961,33,200,steve_truncation,0,-0.9907404614719477,0.0,0.0,0.0,2.360399364349705,3.664985243795124,3.6264185312607764,196,305.47987286994106,305.47987286994106,305.47987286994106,2.360399364349705,3.664985243795124,196,1.5273993643497052,2.8149852437951237,0,15.744412963867088,206.0081866889506,ZeroCost,100,ArchType.V,798493,1,1
1785365835.2219033,34,200,steve_truncation,0,-0.7823541843147324,0.0,0.0,0.0,3.0689233683178827,114.73696732572199,7.173334061523617,160,203.26756442063623,203.26756442063623,6.105897422110088,0.12562198076527906,5.915500717035692,5,1.0163378221031811,4.15,0,224.46489595794833,254.1207318654581,ZeroCost,100,ArchType.I,853351,1,1
1785365845.7700717,35,200,steve_truncation,0,-0.9995543315072094,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.44579101562499945,299.62574688774095,ZeroCost,100,ArchType.I,933712,1,1
1785365860.212365,36,200,steve_truncation,0,-0.8775456050349689,0.0,0.0,0.0,0.15600217698119034,0.5878517633353324,0.2607612976248038,0,0.0,0.0,0.0,0.002166728316184588,0.15884008438849648,0,0.0,0.0,0,129.73972354125934,293.6902017093032,ZeroCost,100,ArchType.IV,683155,1,1
1785365870.780347,37,200,steve_truncation,0,-0.9999000013746848,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,248.01676825051908,ZeroCost,100,ArchType.V,264800,1,1
