wall_time,episode,steps,end_reason,success,ep_return,ep_cost,ep_penalty,reward_penalty_weight,force_mean,force_max,force_p95,steps_over_threshold,hinge_cost_shadow,excess_mean,excess_max,clamp_steps,inserted_final,path_length_at_reset,cost_fn,seed,arch_type,arch_seed,train_pool,env_instance
1784807666.554405,0,200,steve_truncation,0,-0.8186302609839031,0.0,0.0,0.0,1.1786776301097113,2.322877275966666,2.2416194888165344,128,118.66835147464204,0.5933417573732102,1.472877275966666,0,191.38554685974057,308.83498767668135,ZeroCost,100,ArchType.II,481851,1,1
1784807674.7242644,1,67,target_reached,1,0.8533765209710568,0.0,0.0,0.0,1.1583061982719436,4.5079202290407405,3.030667513476744,32,42.46466472891398,0.6338009661031937,3.6579202290407404,0,196.4512276306143,194.01515040754964,ZeroCost,100,ArchType.V,997949,1,1
1784807721.088262,2,200,steve_truncation,0,-0.7869501986517919,0.0,0.0,0.0,1.423570571988105,4.4049723589244705,3.0563772481586278,151,141.98641325148913,0.7099320662574456,3.5549723589244704,0,233.26823132324236,339.5274055293794,ZeroCost,100,ArchType.II,739785,1,1
1784807741.7576735,3,200,steve_truncation,0,-0.8330322885206828,0.0,0.0,0.0,1.121807128262978,6.734746390626833,2.7637671874559437,92,91.56976591568088,0.4578488295784044,4.15,0,177.34555571746964,195.9944925614702,ZeroCost,100,ArchType.V,767515,1,1
1784807784.1119962,4,200,steve_truncation,0,-0.767000824100051,0.0,0.0,0.0,1.6496795486379963,45.25511551281335,4.425397228266025,94,110.24259773142666,0.5512129886571333,4.15,0,233.1270218276983,259.4838637051246,ZeroCost,100,ArchType.IV,454573,1,1
1784807821.5634964,5,200,steve_truncation,0,-0.8040685797231105,0.0,0.0,0.0,1.310290545787754,3.8806298902242595,2.5790430741140273,150,123.84053573257074,0.6192026786628537,3.0306298902242594,0,205.77874490356322,291.57934461054623,ZeroCost,100,ArchType.I,558788,1,1
1784807866.1063387,6,200,steve_truncation,0,-0.7870140045022119,0.0,0.0,0.0,1.9500491840388405,15.566463528480227,6.276508247380621,168,186.25426257610675,0.9312713128805338,4.15,0,229.50156904602105,329.9736133844859,ZeroCost,100,ArchType.I,84048,1,1
1784807890.3662999,7,200,steve_truncation,0,-0.8351526279911037,0.0,0.0,0.0,1.5496641876284816,5.754370891529234,2.9647718678700588,165,163.53771450980324,0.8176885725490162,4.15,0,188.75391871642975,215.76641821383583,ZeroCost,100,ArchType.V,276213,1,1
1784807901.8174195,8,58,target_reached,1,0.9387865068117537,0.0,0.0,0.0,4.805811343675477,57.896676241231305,40.96355589025707,25,58.37105850176531,1.006397560375264,4.15,0,202.77662408447256,233.83930460609577,ZeroCost,100,ArchType.I,690819,1,1
1784807946.073587,9,200,steve_truncation,0,-0.8104386649172569,0.0,0.0,0.0,2.622231288573614,5.142608554092994,4.632872839259463,156,382.83878194595286,1.9141939097297642,4.15,0,225.4950293579112,331.7499979916977,ZeroCost,100,ArchType.II,351641,1,1
1784807983.687343,10,200,steve_truncation,0,-0.7888277980745022,0.0,0.0,0.0,2.384915321104899,13.758167001529452,6.7593555118234345,141,276.41254932794146,1.3820627466397073,4.15,0,240.15655255889752,293.1246535554307,ZeroCost,100,ArchType.II,324436,1,1
1784808043.7252038,11,200,steve_truncation,0,-0.7866399404599849,0.0,0.0,0.0,1.6259823807716083,4.566532199530764,4.18762755142493,168,167.98848523810352,0.8399424261905176,3.716532199530764,0,231.60007518005307,292.8754885308546,ZeroCost,100,ArchType.II,187130,1,1
1784808081.6711822,12,200,steve_truncation,0,-0.7932394828843421,0.0,0.0,0.0,1.6990543376386071,5.254319229865487,4.276806270852126,163,196.1273827346185,0.9806369136730925,4.15,0,212.08952006530623,332.6982758153575,ZeroCost,100,ArchType.II,197757,1,1
1784808193.6055655,13,200,steve_truncation,0,-0.766653773684109,0.0,0.0,0.0,326.68742057495933,2296.989926407229,1755.5238159452786,164,590.465756761951,2.952328783809755,4.15,0,311.4886422653129,244.22910990798002,ZeroCost,100,ArchType.IV,388039,1,1
1784808234.8992622,14,200,steve_truncation,0,-0.798919865079961,0.0,0.0,0.0,1.3468276599334075,4.824312496140736,2.4969771908976783,167,123.58683022733022,0.6179341511366512,3.9743124961407363,0,227.67021809387268,270.9332648566851,ZeroCost,100,ArchType.V,875424,1,1
1784808248.4217641,15,200,steve_truncation,0,-0.9017753329741802,0.0,0.0,0.0,0.12946788475943893,1.0737673245111137,0.1610144414547943,1,0.2237673245111137,0.0011188366225555685,0.2237673245111137,0,106.26166467285147,335.51684808114544,ZeroCost,100,ArchType.II,422647,1,1
1784808284.4366477,16,200,steve_truncation,0,-0.7662279864800782,0.0,0.0,0.0,2.226731995859374,13.857760057694753,5.959942672019301,135,281.88396411905103,1.409419820595255,4.15,0,220.5446690750139,283.3703526007323,ZeroCost,100,ArchType.V,582379,1,1
1784808320.9716775,17,200,steve_truncation,0,-0.8369840391586338,0.0,0.0,0.0,0.7972950194119212,2.6300511387021244,1.404481836203117,97,29.226128862693855,0.14613064431346928,1.7800511387021243,0,176.78761447143256,224.8595094877931,ZeroCost,100,ArchType.IV,944927,1,1
1784808355.1503084,18,200,steve_truncation,0,-0.7692878336251401,0.0,0.0,0.0,2.3067617654426913,32.15998216486719,10.02896424673182,101,178.8283650314269,0.8941418251571345,4.15,0,228.99762113952602,266.4419713675355,ZeroCost,100,ArchType.V,168215,1,1
1784808363.0598536,19,59,target_reached,1,0.9254899692575391,0.0,0.0,0.0,1.5200272057684086,6.492289464150102,3.931861444700708,30,55.17091848575209,0.935100313317832,4.15,0,198.0955534896842,225.2243332902843,ZeroCost,100,ArchType.I,189423,1,1
1784808385.1142523,20,200,steve_truncation,0,-0.8508501422227067,0.0,0.0,0.0,0.1268783066167763,1.9943911573451474,0.1981956478724743,2,1.5799505617613976,0.007899752808806988,1.1443911573451473,0,155.48099951172023,292.26094501665483,ZeroCost,100,ArchType.I,632042,1,1
1784808408.1733294,21,200,steve_truncation,0,-0.8433187590689639,0.0,0.0,0.0,0.2609392079631302,1.3255578500331109,0.5538525513852693,1,0.4755578500331109,0.0023777892501655544,0.4755578500331109,0,165.00281475830482,316.83015211810357,ZeroCost,100,ArchType.V,154775,1,1
1784808422.018034,22,200,steve_truncation,0,-0.8706171836834964,0.0,0.0,0.0,0.09272889417095573,0.6284880042537585,0.14827572179226955,0,0.0,0.0,0.0,0,133.39300169372166,321.8698378120227,ZeroCost,100,ArchType.II,201999,1,1
1784808456.2290807,23,200,steve_truncation,0,-0.8274238792988658,0.0,0.0,0.0,1.157310395842459,3.4826726633241227,2.6846681247983684,123,96.45842633284198,0.4822921316642099,2.6326726633241226,0,185.70918380737695,284.1689509581481,ZeroCost,100,ArchType.II,882036,1,1
1784808480.0741422,24,200,steve_truncation,0,-0.8148662537512006,0.0,0.0,0.0,1.0167380328086582,3.2841970778518648,2.2937786049704183,139,62.362386989425424,0.3118119349471271,2.4341970778518647,0,194.3720730438238,301.75306469594784,ZeroCost,100,ArchType.I,958165,1,1
1784808532.7220101,25,200,steve_truncation,0,-0.7917708115975186,0.0,0.0,0.0,2.4357047875561015,9.13432126276542,6.132691375388155,158,320.9618134582836,1.604809067291418,4.15,0,240.27573268127045,308.7095571697427,ZeroCost,100,ArchType.II,469964,1,1
1784808540.735053,26,56,target_reached,1,0.9221502221006299,0.0,0.0,0.0,2.0967296582394095,33.965876524823095,8.351474506047921,23,50.156964113110575,0.8956600734484031,4.15,0,184.8140497436532,207.68613652171143,ZeroCost,100,ArchType.V,132766,1,1
1784808590.5374527,27,200,steve_truncation,0,-0.7993610452442145,0.0,0.0,0.0,1.7887352793180014,4.841611637548977,3.1917943465816916,153,216.65193593083896,1.083259679654195,3.9916116375489765,0,230.11715328979554,313.04899749926744,ZeroCost,100,ArchType.I,638688,1,1
1784808614.5443196,28,200,steve_truncation,0,-0.8187380386678418,0.0,0.0,0.0,0.9350810617023785,3.148214825658391,2.011662826431885,151,47.38974702352337,0.23694873511761685,2.2982148256583907,0,197.22095756530805,289.1917330333786,ZeroCost,100,ArchType.II,752148,1,1
1784808661.870536,29,200,steve_truncation,0,-0.7795744279507009,0.0,0.0,0.0,1.2111558096830652,20.43005043452088,2.7359427077870166,117,80.4131430801648,0.40206571540082403,4.15,0,222.0005269470172,246.49118032074648,ZeroCost,100,ArchType.IV,723267,1,1
1784808677.590216,30,200,steve_truncation,0,-0.8860742154952217,0.0,0.0,0.0,0.24453711259871638,1.0782055547293927,0.382082240797769,1,0.22820555472939275,0.0011410277736469637,0.22820555472939275,0,119.70478614044126,283.0679318273497,ZeroCost,100,ArchType.IV,553837,1,1
1784808711.4006298,31,200,steve_truncation,0,-0.8241637567646473,0.0,0.0,0.0,6.829834316177886,53.4618396597921,25.2798292959628,157,427.9702198787552,2.139851099393776,4.15,0,170.1940303268429,188.6257415645156,ZeroCost,100,ArchType.IV,568832,1,1
1784808733.8533237,32,200,steve_truncation,0,-0.8384999227727291,0.0,0.0,0.0,0.7306609666316354,3.2516442944872104,1.55330612548732,79,36.12966847550541,0.18064834237752705,2.4016442944872103,0,175.9692717742934,279.3364147827573,ZeroCost,100,ArchType.IV,507054,1,1
1784808742.8292575,33,60,target_reached,1,0.9022896906047373,0.0,0.0,0.0,2.549123313693627,35.42735556241743,13.045080242539768,26,54.396706803882566,0.9066117800647094,4.15,0,189.52414640045367,206.0081866889506,ZeroCost,100,ArchType.V,798493,1,1
1784808814.6789954,34,200,steve_truncation,0,-0.7892498040814384,0.0,0.0,0.0,2.81742274136682,22.784569876981777,6.733952051648237,170,349.746190391625,1.7487309519581251,4.15,0,242.04348224639898,254.1207318654581,ZeroCost,100,ArchType.I,853351,1,1
1784808846.7407389,35,200,steve_truncation,0,-0.8231307795187403,0.0,0.0,0.0,1.7864705430870296,5.022998296753658,3.525578801844432,150,226.90903180492893,1.1345451590246447,4.15,0,208.06068916320933,299.62574688774095,ZeroCost,100,ArchType.I,933712,1,1
1784808861.2989864,36,200,steve_truncation,0,-0.8876496139862546,0.0,0.0,0.0,0.17520923677887665,0.5871800722502283,0.39456215838519987,0,0.0,0.0,0.0,0,119.49059556579542,293.6902017093032,ZeroCost,100,ArchType.IV,683155,1,1
1784808888.7795224,37,200,steve_truncation,0,-0.8982856468474997,0.0,0.0,0.0,1.2931984737303701,10.856614553274829,2.631658757382585,161,110.98915535171147,0.5549457767585574,4.15,0,204.89353687286322,248.01676825051908,ZeroCost,100,ArchType.V,264800,1,1
1784808918.1169202,38,200,steve_truncation,0,-0.7973801674022706,0.0,0.0,0.0,2.1794891828289082,12.802988528863803,7.4243399170460185,141,228.29573519342398,1.1414786759671198,4.15,0,220.17329671478373,293.09292623372187,ZeroCost,100,ArchType.II,888535,1,1
1784808959.3671296,39,200,steve_truncation,0,-0.8356661422221522,0.0,0.0,0.0,1.5700258099040862,9.031908732905173,3.700620720597434,130,159.46130027006603,0.7973065013503302,4.15,0,172.17830437469667,220.6691002626651,ZeroCost,100,ArchType.V,804214,1,1
1784808965.700539,40,54,target_reached,1,0.9387302297419241,0.0,0.0,0.0,0.5833974927611413,3.394574058982085,2.6975264762961393,12,15.100731632464338,0.27964317837896924,2.544574058982085,0,204.19979314422417,214.64815080820833,ZeroCost,100,ArchType.V,945480,1,1
1784808975.5334382,41,58,target_reached,1,0.9434997305413938,0.0,0.0,0.0,1.9379593730432618,20.404746480256108,9.46484744955253,22,52.44935822131854,0.9042992796779059,4.15,0,205.23365374755747,236.6569313546872,ZeroCost,100,ArchType.IV,154339,1,1
1784808980.8287342,42,45,target_reached,1,0.9693822414404134,0.0,0.0,0.0,0.6491758170733768,3.036525323521084,2.3793453937616094,10,10.089048565393144,0.22420107923095875,2.1865253235210838,0,192.30467057800206,199.86368055403034,ZeroCost,100,ArchType.I,708812,1,1
1784809036.9629235,43,200,steve_truncation,0,-0.7937160964089348,0.0,0.0,0.0,2.089554554944621,5.149664698617062,4.837768187864807,157,269.6107260584601,1.3480536302923005,4.15,0,229.9415718994141,306.9758826798137,ZeroCost,100,ArchType.IV,172706,1,1
1784809077.644586,44,200,steve_truncation,0,-0.8044174456258775,0.0,0.0,0.0,5.67751072359606,30.938801956276397,16.043343021595057,156,489.8988052284474,2.449494026142237,4.15,0,233.59817593383727,307.77639048764485,ZeroCost,100,ArchType.I,790498,1,1
1784809092.5166595,45,200,steve_truncation,0,-0.8691930601835323,0.0,0.0,0.0,0.14355162536569407,0.36475625950123836,0.19844510152371267,0,0.0,0.0,0.0,0,141.4147172851611,286.01183499463536,ZeroCost,100,ArchType.IV,740486,1,1
1784809121.8428283,46,200,steve_truncation,0,-0.8010667819484204,0.0,0.0,0.0,1.2958093533036605,10.913589809696745,3.261992484657662,154,109.79073828116496,0.5489536914058248,4.15,0,219.25918976593073,269.66852430277686,ZeroCost,100,ArchType.I,752672,1,1
1784809154.3151813,47,200,steve_truncation,0,-0.7774515263063527,0.0,0.0,0.0,1.5809550479125611,12.369399371150724,4.2030037512126155,105,151.56771569829291,0.7578385784914645,4.15,0,207.5451260986322,230.84291587046587,ZeroCost,100,ArchType.I,820065,1,1
1784809182.3553112,48,200,steve_truncation,0,-0.8147605374181695,0.0,0.0,0.0,1.2017665865782157,3.6521493570160084,2.1612121936155884,161,96.4610682465291,0.48230534123264546,2.8021493570160083,0,193.90055160522346,304.897079007273,ZeroCost,100,ArchType.II,928956,1,1
