wall_time,episode,steps,end_reason,success,ep_return,ep_cost,force_mean,force_max,force_p95,steps_over_threshold,hinge_cost_shadow,excess_mean,excess_max,clamp_steps,inserted_final,path_length_at_reset,cost_fn,seed,arch_type,arch_seed,train_pool,env_instance
1784761871.0211742,0,200,steve_truncation,0,-0.8244485271807142,0.0,0.7797851097460705,4.55655756416745,2.0846616627539714,56,51.001052650324176,0.2550052632516209,3.70655756416745,0,183.1683006286594,308.83498767668135,ZeroCost,100,ArchType.II,481851,1,1
1784761874.7866323,1,49,target_reached,1,0.9453447238004176,0.0,1.1973873372716621,7.950051489311862,4.244329187609414,15,27.927084527378966,0.5699405005587544,4.15,0,210.88031951904173,194.01515040754964,ZeroCost,100,ArchType.V,997949,1,1
1784761907.5908093,2,200,steve_truncation,0,-0.7813510381123255,0.0,1.514161978109862,19.002968131381493,3.827339440325118,118,153.14660380284124,0.7657330190142062,4.15,0,239.58001507568056,339.5274055293794,ZeroCost,100,ArchType.II,739785,1,1
1784761912.637579,3,55,target_reached,1,0.9165492391892777,0.0,2.1761933882851205,27.627668278200897,10.767193108203681,14,45.60633643274623,0.8292061169590224,4.15,0,194.7256636428839,195.9944925614702,ZeroCost,100,ArchType.V,767515,1,1
1784762001.3142803,4,200,steve_truncation,0,-0.7791408959689478,0.0,668.3760546120559,11067.46236031548,5078.30782489799,159,609.4174263823402,3.047087131911701,4.15,45,287.30070272064125,259.4838637051246,ZeroCost,100,ArchType.IV,454573,1,1
1784762021.2836933,5,200,steve_truncation,0,-0.8386422312475671,0.0,1.2170697121999945,5.176732932357928,2.2135518455064114,146,107.6560263500773,0.5382801317503865,4.15,0,171.27989151000725,291.57934461054623,ZeroCost,100,ArchType.I,558788,1,1
1784762047.2018306,6,200,steve_truncation,0,-0.7842736052877654,0.0,1.8517316494052465,6.059167566194328,4.195731491892461,146,220.77169325698748,1.1038584662849373,4.15,0,240.45157087707616,329.9736133844859,ZeroCost,100,ArchType.I,84048,1,1
1784762085.5564644,7,200,steve_truncation,0,-0.810916998152741,0.0,57.726776171092695,1349.7503697351567,142.34255216615884,166,666.1858055634367,3.3309290278171835,4.15,122,385.0775427856413,215.76641821383583,ZeroCost,100,ArchType.V,276213,1,1
1784762103.8785603,8,200,steve_truncation,0,-0.8301199485799592,0.0,3.2261836224003964,21.300154328167647,11.11709632214843,151,336.456602469855,1.682283012349275,4.15,0,195.66704156494174,233.83930460609577,ZeroCost,100,ArchType.I,690819,1,1
1784762128.1117394,9,200,steve_truncation,0,-0.7472022490654241,0.0,2.123482940782553,10.505918402010568,5.996739052338351,123,266.4165911547877,1.3320829557739384,4.15,0,253.07446968078696,331.7499979916977,ZeroCost,100,ArchType.II,351641,1,1
1784762149.866755,10,200,steve_truncation,0,-0.793249025744334,0.0,1.6448646037351977,16.556186138317653,4.193469856861635,150,172.617354159906,0.86308677079953,4.15,0,218.13007927703794,293.1246535554307,ZeroCost,100,ArchType.II,324436,1,1
1784762175.9920983,11,200,steve_truncation,0,-0.7396381622661432,0.0,1.416281839444969,7.058605199972805,3.54812318432258,124,134.2035034709385,0.6710175173546925,4.15,0,251.5432212905924,292.8754885308546,ZeroCost,100,ArchType.II,187130,1,1
1784762199.0915868,12,200,steve_truncation,0,-0.789156639468727,0.0,1.5953412332869232,7.20691918763514,4.638485178498209,146,177.6972855555797,0.8884864277778984,4.15,0,224.01938009643519,332.6982758153575,ZeroCost,100,ArchType.II,197757,1,1
