wall_time,episode,steps,end_reason,success,ep_return,ep_cost,ep_penalty,reward_penalty_weight,force_mean,force_max,force_p95,steps_over_threshold,hinge_cost_shadow,shadow_max,shadow_tip,tip_mean,tip_max,tip_steps_over_threshold,excess_mean,excess_max,clamp_steps,inserted_final,path_length_at_reset,cost_fn,seed,arch_type,arch_seed,train_pool,env_instance
1785471830.2487285,0,200,steve_truncation,0,-0.8071037350718906,0.0,0.0,0.0,1.4765087975709679,5.307771419037159,3.64048061758482,157,150.20426636226847,150.20426636226847,80.701513244177,1.1027745209448856,4.158393280345007,143,0.7510213318113423,4.15,0,199.042708274841,308.83498767668135,ZeroCost,100,ArchType.II,481851,1,1
1785471838.0603783,1,200,steve_truncation,0,-0.948423159312078,0.0,0.0,0.0,0.5702141731212506,4.4359596034328295,0.9310989804686793,16,7.153536559921264,7.153536559921264,7.153536559921264,0.5702141731212506,4.4359596034328295,16,0.03576768279960632,3.5859596034328294,0,58.5084508590706,194.01515040754964,ZeroCost,100,ArchType.V,997949,1,1
1785471845.920754,2,200,steve_truncation,0,-0.9743875986017,0.0,0.0,0.0,1.9758672918661497,9.013547836462555,3.3466180815096176,186,231.86021188547528,231.86021188547528,231.86021188547528,1.9758672918661497,9.013547836462555,186,1.1593010594273765,4.15,0,34.687117919922045,339.5274055293794,ZeroCost,100,ArchType.II,739785,1,1
1785471857.2021031,3,200,steve_truncation,0,-0.8774734968438154,0.0,0.0,0.0,0.14705220297430438,0.637413633740847,0.2506465919697436,0,0.0,0.0,0.0,0.05067571016916763,0.637413633740847,0,0.0,0.0,0,133.5247068710397,195.9944925614702,ZeroCost,100,ArchType.V,767515,1,1
1785471863.3933117,4,200,steve_truncation,0,-0.9949417860433221,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,11.427596435546867,259.4838637051246,ZeroCost,100,ArchType.IV,454573,1,1
1785471870.02138,5,200,steve_truncation,0,-0.9988896208506282,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.1127630310058585,291.57934461054623,ZeroCost,100,ArchType.I,558788,1,1
1785471875.8732955,6,200,steve_truncation,0,-0.9999000010929713,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,329.9736133844859,ZeroCost,100,ArchType.I,84048,1,1
1785471883.4327962,7,200,steve_truncation,0,-0.9923979684747013,0.0,0.0,0.0,0.5579218960047639,6.296464676610747,2.0332906705637996,64,46.71571542135439,46.71571542135439,46.71571542135439,0.5579218960047639,6.296464676610747,64,0.23357857710677193,4.15,0,4.824928428649738,215.76641821383583,ZeroCost,100,ArchType.V,276213,1,1
1785471894.5878272,8,200,steve_truncation,0,-0.8625251088735776,0.0,0.0,0.0,0.12010244656567437,2.1077943585778263,0.21078859938687675,2,1.3184309184106926,1.3184309184106926,1.3184309184106926,0.023702814314149476,2.1077943585778263,2,0.006592154592053463,1.2577943585778262,0,139.14673971557693,233.83930460609577,ZeroCost,100,ArchType.I,690819,1,1
1785471901.3078089,9,200,steve_truncation,0,-0.9999000012628677,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.1,331.7499979916977,ZeroCost,100,ArchType.II,351641,1,1
